GA,GS
GA1.1.1060170993.1734230939,GS1.1.1734230938.1
GA1.1.84522300.1734230941,GS1.1.1734230941.1
GA1.1.85428236.1734230944,GS1.1.1734230943.1
GA1.1.1876952859.1734230946,GS1.1.1734230946.1
GA1.1.1836147870.1734230949,GS1.1.1734230948.1
GA1.1.62718568.1734230951,GS1.1.1734230951.1
GA1.1.1839122813.1734230954,GS1.1.1734230953.1
GA1.1.783502613.1734230956,GS1.1.1734230956.1
GA1.1.1067100737.1734230959,GS1.1.1734230958.1
GA1.1.2126388320.1734230961,GS1.1.1734230961.1
GA1.1.1351376430.1734230964,GS1.1.1734230963.1
GA1.1.1669549073.1734230966,GS1.1.1734230966.1
GA1.1.884899753.1734230968,GS1.1.1734230968.1
GA1.1.1047409400.1734230971,GS1.1.1734230970.1
GA1.1.2032703393.1734230973,GS1.1.1734230973.1
GA1.1.813558433.1734230976,GS1.1.1734230975.1
GA1.1.520855372.1734230978,GS1.1.1734230978.1
GA1.1.432193763.1734230981,GS1.1.1734230980.1
GA1.1.1856003635.1734230983,GS1.1.1734230983.1
GA1.1.457471972.1734230986,GS1.1.1734230985.1
GA1.1.1459205645.1734230988,GS1.1.1734230988.1
GA1.1.991030339.1734230991,GS1.1.1734230990.1
GA1.1.992637524.1734230993,GS1.1.1734230993.1
GA1.1.1448967283.1734230996,GS1.1.1734230995.1
GA1.1.233790425.1734230998,GS1.1.1734230998.1
GA1.1.283243142.1734231001,GS1.1.1734231000.1
GA1.1.1170758055.1734231003,GS1.1.1734231003.1
GA1.1.1483018087.1734231006,GS1.1.1734231005.1
GA1.1.402224073.1734231008,GS1.1.1734231008.1
GA1.1.1630317997.1734231011,GS1.1.1734231010.1
GA1.1.1104029054.1734231013,GS1.1.1734231013.1
GA1.1.1999595657.1734231016,GS1.1.1734231015.1
GA1.1.792942054.1734231018,GS1.1.1734231018.1
GA1.1.750095934.1734231021,GS1.1.1734231020.1
GA1.1.598938616.1734231023,GS1.1.1734231022.1
GA1.1.99611148.1734231025,GS1.1.1734231025.1
GA1.1.587414171.1734231028,GS1.1.1734231027.1
GA1.1.2138287031.1734231030,GS1.1.1734231030.1
GA1.1.1504745389.1734231033,GS1.1.1734231032.1
GA1.1.1302010889.1734231036,GS1.1.1734231035.1
GA1.1.1673292458.1734231038,GS1.1.1734231037.1
GA1.1.1397824693.1734231040,GS1.1.1734231040.1
GA1.1.1579442981.1734231043,GS1.1.1734231042.1
GA1.1.1633642372.1734231045,GS1.1.1734231045.1
GA1.1.1947953322.1734231048,GS1.1.1734231047.1
GA1.1.862540392.1734231050,GS1.1.1734231050.1
GA1.1.1602558119.1734231052,GS1.1.1734231052.1
GA1.1.1039622276.1734231055,GS1.1.1734231054.1
GA1.1.836329910.1734231057,GS1.1.1734231057.1
GA1.1.925428486.1734231060,GS1.1.1734231059.1
GA1.1.624006244.1734231062,GS1.1.1734231062.1
GA1.1.2013166772.1734231065,GS1.1.1734231064.1
GA1.1.668105082.1734231067,GS1.1.1734231067.1
GA1.1.1508454172.1734231070,GS1.1.1734231069.1
GA1.1.134038544.1734231072,GS1.1.1734231072.1
GA1.1.1401440420.1734231075,GS1.1.1734231074.1
GA1.1.1497405772.1734231077,GS1.1.1734231077.1
GA1.1.811134758.1734231080,GS1.1.1734231079.1
GA1.1.159701103.1734231082,GS1.1.1734231082.1
GA1.1.698510146.1734231085,GS1.1.1734231084.1
GA1.1.955134937.1734231087,GS1.1.1734231087.1
GA1.1.1253352945.1734231090,GS1.1.1734231089.1
GA1.1.942821433.1734231092,GS1.1.1734231092.1
GA1.1.554188055.1734231095,GS1.1.1734231094.1
GA1.1.596937563.1734231097,GS1.1.1734231097.1
GA1.1.2083280472.1734231100,GS1.1.1734231099.1
GA1.1.599637147.1734231102,GS1.1.1734231102.1
GA1.1.967578785.1734231105,GS1.1.1734231104.1
GA1.1.1570779504.1734231107,GS1.1.1734231107.1
GA1.1.974927732.1734231110,GS1.1.1734231109.1
GA1.1.478284503.1734231112,GS1.1.1734231112.1
GA1.1.576359671.1734231115,GS1.1.1734231114.1
GA1.1.723506599.1734231117,GS1.1.1734231117.1
GA1.1.10309193.1734231120,GS1.1.1734231119.1
GA1.1.169723539.1734231122,GS1.1.1734231121.1
GA1.1.1238063309.1734231124,GS1.1.1734231124.1
GA1.1.303793625.1734231127,GS1.1.1734231126.1
GA1.1.833623084.1734231129,GS1.1.1734231129.1
GA1.1.753851491.1734231132,GS1.1.1734231131.1
GA1.1.1533641881.1734231134,GS1.1.1734231134.1
GA1.1.842081968.1734231137,GS1.1.1734231136.1
GA1.1.75711407.1734231139,GS1.1.1734231139.1
GA1.1.250270943.1734231142,GS1.1.1734231141.1
GA1.1.1491649232.1734231144,GS1.1.1734231144.1
GA1.1.768321645.1734231147,GS1.1.1734231146.1
GA1.1.479808201.1734231149,GS1.1.1734231149.1
GA1.1.907857599.1734231152,GS1.1.1734231151.1
GA1.1.1154503630.1734231154,GS1.1.1734231154.1
GA1.1.2083304636.1734231157,GS1.1.1734231156.1
GA1.1.824861940.1734231159,GS1.1.1734231158.1
GA1.1.324566293.1734231161,GS1.1.1734231161.1
GA1.1.1049414580.1734231164,GS1.1.1734231163.1
GA1.1.1032604601.1734231167,GS1.1.1734231166.1
GA1.1.876954740.1734231169,GS1.1.1734231169.1
GA1.1.174394710.1734231171,GS1.1.1734231171.1
GA1.1.1261220193.1734231174,GS1.1.1734231173.1
GA1.1.1878337601.1734231176,GS1.1.1734231176.1
GA1.1.1011389193.1734231179,GS1.1.1734231178.1
GA1.1.311297189.1734231181,GS1.1.1734231181.1
GA1.1.760307094.1734231184,GS1.1.1734231183.1
GA1.1.1316116253.1734231186,GS1.1.1734231186.1
GA1.1.1476744018.1734231189,GS1.1.1734231188.1
GA1.1.775942752.1734231191,GS1.1.1734231191.1
GA1.1.451685281.1734231194,GS1.1.1734231193.1
GA1.1.2014725370.1734231196,GS1.1.1734231196.1
GA1.1.1933626072.1734231199,GS1.1.1734231198.1
GA1.1.70226406.1734231201,GS1.1.1734231201.1
GA1.1.1460292704.1734231204,GS1.1.1734231203.1
GA1.1.462257410.1734231206,GS1.1.1734231206.1
GA1.1.1337598734.1734231209,GS1.1.1734231208.1
GA1.1.378890917.1734231211,GS1.1.1734231211.1
GA1.1.658600034.1734231214,GS1.1.1734231213.1
GA1.1.1145284835.1734231217,GS1.1.1734231217.1
GA1.1.1053465645.1734231220,GS1.1.1734231220.1
GA1.1.1865400503.1734231236,GS1.1.1734231235.1
GA1.1.1228335443.1734231239,GS1.1.1734231239.1
GA1.1.120134030.1734231245,GS1.1.1734231244.1
GA1.1.2039313929.1734231249,GS1.1.1734231248.1
GA1.1.2113603719.1734231251,GS1.1.1734231251.1
GA1.1.369310051.1734231254,GS1.1.1734231253.1
GA1.1.1707835942.1734231256,GS1.1.1734231256.1
GA1.1.404930168.1734231259,GS1.1.1734231258.1
GA1.1.1369634493.1734231261,GS1.1.1734231261.1
GA1.1.1159394320.1734231264,GS1.1.1734231263.1
GA1.1.1270069702.1734231266,GS1.1.1734231266.1
GA1.1.331468886.1734231269,GS1.1.1734231268.1
GA1.1.1700260336.1734231271,GS1.1.1734231271.1
GA1.1.1869060503.1734231274,GS1.1.1734231273.1
GA1.1.453218896.1734231276,GS1.1.1734231276.1
GA1.1.1299723116.1734231279,GS1.1.1734231278.1
GA1.1.1694013312.1734231281,GS1.1.1734231281.1
GA1.1.1203171752.1734231289,GS1.1.1734231288.1
GA1.1.315673421.1734231291,GS1.1.1734231291.1
GA1.1.1050004637.1734231294,GS1.1.1734231293.1
GA1.1.1073577034.1734231296,GS1.1.1734231296.1
GA1.1.1678107600.1734231299,GS1.1.1734231298.1
GA1.1.67856626.1734231301,GS1.1.1734231301.1
GA1.1.100494316.1734231304,GS1.1.1734231303.1
GA1.1.2043180181.1734231306,GS1.1.1734231306.1
GA1.1.1849088297.1734231309,GS1.1.1734231308.1
GA1.1.946338894.1734231311,GS1.1.1734231310.1
GA1.1.1687880391.1734231313,GS1.1.1734231313.1
GA1.1.1584407368.1734231316,GS1.1.1734231315.1
GA1.1.1691511139.1734231318,GS1.1.1734231318.1
GA1.1.169389549.1734231321,GS1.1.1734231320.1
GA1.1.1298286843.1734231323,GS1.1.1734231323.1
GA1.1.512888726.1734231326,GS1.1.1734231325.1
GA1.1.132076161.1734231328,GS1.1.1734231328.1
GA1.1.1794158976.1734231331,GS1.1.1734231330.1
GA1.1.812106012.1734231333,GS1.1.1734231333.1
GA1.1.2039234778.1734231336,GS1.1.1734231335.1
GA1.1.239205055.1734231338,GS1.1.1734231338.1
GA1.1.1854757492.1734231341,GS1.1.1734231340.1
GA1.1.289463115.1734231343,GS1.1.1734231343.1
GA1.1.2057024090.1734231346,GS1.1.1734231345.1
GA1.1.1406398774.1734231348,GS1.1.1734231348.1
GA1.1.612801313.1734231350,GS1.1.1734231350.1
GA1.1.1865485611.1734231353,GS1.1.1734231352.1
GA1.1.592342714.1734231355,GS1.1.1734231355.1
GA1.1.1792301277.1734231358,GS1.1.1734231357.1
GA1.1.351187586.1734231360,GS1.1.1734231360.1
GA1.1.165127281.1734231363,GS1.1.1734231362.1
GA1.1.543665350.1734231365,GS1.1.1734231365.1
GA1.1.323411452.1734231368,GS1.1.1734231367.1
GA1.1.1397085351.1734231370,GS1.1.1734231370.1
GA1.1.1775885706.1734231373,GS1.1.1734231372.1
GA1.1.997839306.1734231375,GS1.1.1734231375.1
GA1.1.1909305993.1734231378,GS1.1.1734231377.1
GA1.1.1948670171.1734231380,GS1.1.1734231380.1
GA1.1.1575316668.1734231383,GS1.1.1734231382.1
GA1.1.10884022.1734231385,GS1.1.1734231385.1
GA1.1.1897863671.1734231388,GS1.1.1734231387.1
GA1.1.316359085.1734231390,GS1.1.1734231390.1
GA1.1.245958382.1734231393,GS1.1.1734231392.1
GA1.1.1946518892.1734231395,GS1.1.1734231395.1
GA1.1.885360945.1734231397,GS1.1.1734231397.1
GA1.1.495401362.1734231400,GS1.1.1734231399.1
GA1.1.1048741142.1734231403,GS1.1.1734231402.1
GA1.1.1532268792.1734231405,GS1.1.1734231405.1
GA1.1.983736828.1734231408,GS1.1.1734231407.1
GA1.1.1239107869.1734231410,GS1.1.1734231410.1
GA1.1.1823143869.1734231413,GS1.1.1734231412.1
GA1.1.1613616877.1734231415,GS1.1.1734231415.1
GA1.1.159482677.1734231418,GS1.1.1734231417.1
GA1.1.1873962767.1734231420,GS1.1.1734231420.1
GA1.1.366230735.1734231422,GS1.1.1734231422.1
GA1.1.1434429240.1734231425,GS1.1.1734231425.1
GA1.1.681083154.1734231428,GS1.1.1734231427.1
GA1.1.1684870786.1734231430,GS1.1.1734231430.1
GA1.1.909665545.1734231432,GS1.1.1734231432.1
GA1.1.12103833.1734231435,GS1.1.1734231434.1
GA1.1.1859237537.1734231437,GS1.1.1734231437.1
GA1.1.1782536207.1734231440,GS1.1.1734231439.1
GA1.1.2065882897.1734231442,GS1.1.1734231442.1
GA1.1.910004613.1734231445,GS1.1.1734231444.1
GA1.1.2081934010.1734231447,GS1.1.1734231447.1
GA1.1.1397081734.1734231450,GS1.1.1734231449.1
GA1.1.697577693.1734231452,GS1.1.1734231452.1
GA1.1.1847931718.1734231455,GS1.1.1734231454.1
GA1.1.473838648.1734231457,GS1.1.1734231457.1
GA1.1.1698033316.1734231460,GS1.1.1734231459.1
GA1.1.809743130.1734231462,GS1.1.1734231462.1
GA1.1.346297190.1734231465,GS1.1.1734231464.1
GA1.1.1477830160.1734231467,GS1.1.1734231467.1
GA1.1.997686577.1734231470,GS1.1.1734231469.1
GA1.1.317160012.1734231472,GS1.1.1734231472.1
GA1.1.96653279.1734231475,GS1.1.1734231474.1
GA1.1.1918901556.1734231477,GS1.1.1734231477.1
GA1.1.810267659.1734231480,GS1.1.1734231479.1
GA1.1.853064554.1734231482,GS1.1.1734231482.1
GA1.1.1837231298.1734231485,GS1.1.1734231484.1
GA1.1.1455974898.1734231487,GS1.1.1734231487.1
GA1.1.1565337616.1734231490,GS1.1.1734231489.1
GA1.1.943365560.1734231492,GS1.1.1734231492.1
GA1.1.758653641.1734231495,GS1.1.1734231494.1
GA1.1.177267548.1734231497,GS1.1.1734231497.1
GA1.1.1824761033.1734231500,GS1.1.1734231499.1
GA1.1.2104884863.1734231502,GS1.1.1734231502.1
GA1.1.1595385546.1734231505,GS1.1.1734231504.1
GA1.1.813979041.1734231507,GS1.1.1734231507.1
GA1.1.243572583.1734231510,GS1.1.1734231509.1
GA1.1.1925054974.1734231512,GS1.1.1734231512.1
GA1.1.422800068.1734231515,GS1.1.1734231514.1
GA1.1.1114782738.1734231517,GS1.1.1734231517.1
GA1.1.1975273500.1734231520,GS1.1.1734231519.1
GA1.1.1150032569.1734231523,GS1.1.1734231522.1
GA1.1.759914417.1734231525,GS1.1.1734231525.1
GA1.1.471594213.1734231528,GS1.1.1734231528.1
GA1.1.708898237.1734231530,GS1.1.1734231530.1
GA1.1.470030225.1734231533,GS1.1.1734231532.1
GA1.1.365425630.1734231535,GS1.1.1734231535.1
GA1.1.243390391.1734231538,GS1.1.1734231537.1
GA1.1.1924780722.1734231540,GS1.1.1734231540.1
GA1.1.531866511.1734231543,GS1.1.1734231542.1
GA1.1.1669439698.1734231545,GS1.1.1734231545.1
GA1.1.1022403148.1734231548,GS1.1.1734231547.1
GA1.1.1926189567.1734231550,GS1.1.1734231550.1
GA1.1.612355862.1734231553,GS1.1.1734231552.1
GA1.1.103496085.1734231555,GS1.1.1734231555.1
GA1.1.1600921064.1734231558,GS1.1.1734231558.1
GA1.1.283955445.1734231560,GS1.1.1734231560.1
GA1.1.1075582576.1734231563,GS1.1.1734231562.1
GA1.1.72690309.1734231565,GS1.1.1734231565.1
GA1.1.1195958381.1734231568,GS1.1.1734231567.1
GA1.1.2034354941.1734231570,GS1.1.1734231569.1
GA1.1.935144353.1734231572,GS1.1.1734231572.1
GA1.1.1310335068.1734231575,GS1.1.1734231574.1
GA1.1.525108757.1734231577,GS1.1.1734231577.1
GA1.1.1855595038.1734231580,GS1.1.1734231579.1
GA1.1.1032217635.1734231582,GS1.1.1734231582.1
GA1.1.1302849350.1734231585,GS1.1.1734231584.1
GA1.1.1395363901.1734231587,GS1.1.1734231587.1
GA1.1.968555893.1734231590,GS1.1.1734231589.1
GA1.1.1336000526.1734231592,GS1.1.1734231592.1
GA1.1.1876994523.1734231595,GS1.1.1734231595.1
GA1.1.1923939320.1734231597,GS1.1.1734231597.1
GA1.1.1856552801.1734231600,GS1.1.1734231599.1
GA1.1.2005760880.1734231602,GS1.1.1734231602.1
GA1.1.1770326859.1734231605,GS1.1.1734231604.1
GA1.1.2079247664.1734231607,GS1.1.1734231607.1
GA1.1.1018263456.1734231610,GS1.1.1734231609.1
GA1.1.1292409486.1734231612,GS1.1.1734231612.1
GA1.1.1890763368.1734231615,GS1.1.1734231614.1
GA1.1.799447847.1734231617,GS1.1.1734231617.1
GA1.1.444029529.1734231620,GS1.1.1734231619.1
GA1.1.366750663.1734231623,GS1.1.1734231622.1
GA1.1.1281559554.1734231625,GS1.1.1734231624.1
GA1.1.678536643.1734231628,GS1.1.1734231627.1
GA1.1.1404905324.1734231630,GS1.1.1734231630.1
GA1.1.1426198898.1734231633,GS1.1.1734231632.1
GA1.1.1196956679.1734231635,GS1.1.1734231635.1
GA1.1.2144386749.1734231638,GS1.1.1734231637.1
GA1.1.1056495906.1734231640,GS1.1.1734231640.1
GA1.1.1984726705.1734231643,GS1.1.1734231642.1
GA1.1.167928335.1734231645,GS1.1.1734231645.1
GA1.1.641602073.1734231648,GS1.1.1734231647.1
GA1.1.1871532989.1734231650,GS1.1.1734231650.1
GA1.1.2068460343.1734231653,GS1.1.1734231652.1
GA1.1.834582421.1734231655,GS1.1.1734231655.1
GA1.1.1239350933.1734231658,GS1.1.1734231657.1
GA1.1.354172663.1734231660,GS1.1.1734231660.1
GA1.1.1352540597.1734231663,GS1.1.1734231662.1
GA1.1.502335562.1734231665,GS1.1.1734231665.1
GA1.1.257577148.1734231668,GS1.1.1734231667.1
GA1.1.67948358.1734231670,GS1.1.1734231669.1
GA1.1.435458098.1734231672,GS1.1.1734231672.1
GA1.1.956866510.1734231675,GS1.1.1734231674.1
GA1.1.1667599787.1734231677,GS1.1.1734231677.1
GA1.1.1863619272.1734231680,GS1.1.1734231679.1
GA1.1.987637580.1734231682,GS1.1.1734231682.1
GA1.1.560589591.1734231685,GS1.1.1734231685.1
GA1.1.1171320300.1734231688,GS1.1.1734231687.1
GA1.1.308787265.1734231690,GS1.1.1734231690.1
GA1.1.1655905630.1734231693,GS1.1.1734231692.1
GA1.1.1351423590.1734231695,GS1.1.1734231695.1
GA1.1.1756735698.1734231698,GS1.1.1734231698.1
GA1.1.1661705809.1734231701,GS1.1.1734231700.1
GA1.1.365111029.1734231703,GS1.1.1734231703.1
GA1.1.1295981524.1734231706,GS1.1.1734231705.1
GA1.1.28172718.1734231708,GS1.1.1734231708.1
GA1.1.2078300473.1734231711,GS1.1.1734231710.1
GA1.1.985963446.1734231713,GS1.1.1734231713.1
GA1.1.1353414967.1734231716,GS1.1.1734231715.1
GA1.1.1162363712.1734231718,GS1.1.1734231718.1
GA1.1.895410912.1734231721,GS1.1.1734231720.1
GA1.1.1089006277.1734231723,GS1.1.1734231723.1
GA1.1.2034301785.1734231726,GS1.1.1734231725.1
GA1.1.1050895044.1734231728,GS1.1.1734231728.1
GA1.1.485184961.1734231731,GS1.1.1734231730.1
GA1.1.1908821824.1734231733,GS1.1.1734231733.1
GA1.1.224385753.1734231736,GS1.1.1734231735.1
GA1.1.1260897221.1734231738,GS1.1.1734231738.1
GA1.1.1110620221.1734231741,GS1.1.1734231740.1
GA1.1.1384476088.1734231743,GS1.1.1734231743.1
GA1.1.1181160387.1734231746,GS1.1.1734231745.1
GA1.1.1201601620.1734231748,GS1.1.1734231748.1
GA1.1.426593870.1734231751,GS1.1.1734231750.1
GA1.1.1814135497.1734231753,GS1.1.1734231753.1
GA1.1.538614365.1734231756,GS1.1.1734231755.1
GA1.1.354744704.1734231758,GS1.1.1734231758.1
GA1.1.75078473.1734231761,GS1.1.1734231760.1
GA1.1.1284347491.1734231763,GS1.1.1734231763.1
GA1.1.1599327904.1734231766,GS1.1.1734231765.1
GA1.1.1437929756.1734231768,GS1.1.1734231768.1
GA1.1.123775016.1734231771,GS1.1.1734231770.1
GA1.1.527773912.1734231773,GS1.1.1734231773.1
GA1.1.1585656185.1734231776,GS1.1.1734231775.1
GA1.1.2017809281.1734231778,GS1.1.1734231777.1
GA1.1.2101031801.1734231781,GS1.1.1734231780.1
GA1.1.710239696.1734231783,GS1.1.1734231783.1
GA1.1.947475134.1734231786,GS1.1.1734231785.1
GA1.1.1501218159.1734231788,GS1.1.1734231788.1
GA1.1.1732834437.1734231790,GS1.1.1734231790.1
GA1.1.1788036401.1734231793,GS1.1.1734231792.1
GA1.1.1811442239.1734231795,GS1.1.1734231795.1
GA1.1.1732120681.1734231798,GS1.1.1734231797.1
GA1.1.1358804329.1734231800,GS1.1.1734231800.1
GA1.1.1494954209.1734231803,GS1.1.1734231802.1
GA1.1.388827661.1734231805,GS1.1.1734231805.1
GA1.1.666756899.1734231808,GS1.1.1734231808.1
GA1.1.1671178927.1734231810,GS1.1.1734231810.1
GA1.1.1064126495.1734231813,GS1.1.1734231812.1
GA1.1.1135500642.1734231815,GS1.1.1734231815.1
GA1.1.211635440.1734231818,GS1.1.1734231817.1
GA1.1.1748007895.1734231820,GS1.1.1734231820.1
GA1.1.269911978.1734231823,GS1.1.1734231822.1
GA1.1.150046814.1734231825,GS1.1.1734231825.1
GA1.1.304424931.1734231828,GS1.1.1734231827.1
GA1.1.2078558498.1734231830,GS1.1.1734231830.1
GA1.1.1977904754.1734231833,GS1.1.1734231832.1
GA1.1.360988470.1734231835,GS1.1.1734231835.1
GA1.1.448196007.1734231837,GS1.1.1734231837.1
GA1.1.1136981104.1734231840,GS1.1.1734231839.1
GA1.1.1522179167.1734231842,GS1.1.1734231842.1
GA1.1.1526942910.1734231845,GS1.1.1734231844.1
GA1.1.918669641.1734231847,GS1.1.1734231847.1
GA1.1.980495824.1734231850,GS1.1.1734231849.1
GA1.1.365539811.1734231852,GS1.1.1734231852.1
GA1.1.1561963707.1734231855,GS1.1.1734231854.1
GA1.1.1317788849.1734231857,GS1.1.1734231857.1
GA1.1.1289390399.1734231860,GS1.1.1734231859.1
GA1.1.60958254.1734231862,GS1.1.1734231862.1
GA1.1.862613165.1734231865,GS1.1.1734231864.1
GA1.1.522185662.1734231867,GS1.1.1734231867.1
GA1.1.1567297896.1734231870,GS1.1.1734231869.1
GA1.1.1896497403.1734231872,GS1.1.1734231872.1
GA1.1.191258184.1734231875,GS1.1.1734231874.1
GA1.1.1305418414.1734231877,GS1.1.1734231877.1
GA1.1.1526800021.1734231880,GS1.1.1734231879.1
GA1.1.210787548.1734231882,GS1.1.1734231882.1
GA1.1.563721596.1734231885,GS1.1.1734231884.1
GA1.1.1513988415.1734231887,GS1.1.1734231887.1
GA1.1.1797596753.1734231889,GS1.1.1734231889.1
GA1.1.676532948.1734231892,GS1.1.1734231891.1
GA1.1.2008590104.1734231894,GS1.1.1734231894.1
GA1.1.119205205.1734231897,GS1.1.1734231896.1
GA1.1.1941490256.1734231899,GS1.1.1734231899.1
GA1.1.1714330910.1734231902,GS1.1.1734231901.1
GA1.1.1916958758.1734231904,GS1.1.1734231904.1
GA1.1.179540433.1734231907,GS1.1.1734231906.1
GA1.1.335861222.1734231909,GS1.1.1734231909.1
GA1.1.1192816694.1734231912,GS1.1.1734231911.1
GA1.1.520069816.1734231914,GS1.1.1734231914.1
GA1.1.2075896945.1734231917,GS1.1.1734231916.1
GA1.1.1286313168.1734231919,GS1.1.1734231919.1
GA1.1.1128508362.1734231922,GS1.1.1734231921.1
GA1.1.1076649097.1734231924,GS1.1.1734231924.1
GA1.1.386864993.1734231927,GS1.1.1734231926.1
GA1.1.253749314.1734231929,GS1.1.1734231929.1
GA1.1.1448081418.1734231932,GS1.1.1734231931.1
GA1.1.1613928958.1734231934,GS1.1.1734231934.1
GA1.1.703867957.1734231937,GS1.1.1734231936.1
GA1.1.1408999458.1734231939,GS1.1.1734231939.1
GA1.1.466074822.1734231942,GS1.1.1734231941.1
GA1.1.240854809.1734231944,GS1.1.1734231943.1
GA1.1.2019361078.1734231946,GS1.1.1734231946.1
GA1.1.1235477554.1734231949,GS1.1.1734231948.1
GA1.1.1985300588.1734231951,GS1.1.1734231951.1
GA1.1.568249021.1734231954,GS1.1.1734231953.1
GA1.1.1263151143.1734231956,GS1.1.1734231956.1
GA1.1.1772137953.1734231959,GS1.1.1734231958.1
GA1.1.2004631695.1734231961,GS1.1.1734231960.1
GA1.1.789991331.1734231963,GS1.1.1734231963.1
GA1.1.860325337.1734231966,GS1.1.1734231965.1
GA1.1.813526269.1734231968,GS1.1.1734231968.1
GA1.1.87937694.1734231971,GS1.1.1734231970.1
GA1.1.1159277656.1734231973,GS1.1.1734231973.1
GA1.1.230591234.1734231976,GS1.1.1734231975.1
GA1.1.84412235.1734231978,GS1.1.1734231978.1
GA1.1.365380015.1734231981,GS1.1.1734231980.1
GA1.1.1109313649.1734231983,GS1.1.1734231983.1
GA1.1.1749310906.1734231986,GS1.1.1734231985.1
GA1.1.1025655786.1734231988,GS1.1.1734231988.1
GA1.1.495183583.1734231991,GS1.1.1734231990.1
GA1.1.1680100390.1734231993,GS1.1.1734231993.1
GA1.1.232154401.1734231996,GS1.1.1734231995.1
GA1.1.536684060.1734231998,GS1.1.1734231998.1
GA1.1.919245492.1734232001,GS1.1.1734232000.1
GA1.1.1777064409.1734232003,GS1.1.1734232003.1
GA1.1.829914628.1734232006,GS1.1.1734232005.1
GA1.1.2070295702.1734232008,GS1.1.1734232008.1
GA1.1.105120538.1734232011,GS1.1.1734232010.1
GA1.1.1874900727.1734232013,GS1.1.1734232013.1
GA1.1.580525009.1734232016,GS1.1.1734232015.1
GA1.1.1370439853.1734232018,GS1.1.1734232018.1
GA1.1.823151429.1734232020,GS1.1.1734232020.1
GA1.1.26455513.1734232023,GS1.1.1734232023.1
GA1.1.1295816154.1734232026,GS1.1.1734232026.1
GA1.1.790042062.1734232029,GS1.1.1734232028.1
GA1.1.2128234268.1734232031,GS1.1.1734232031.1
GA1.1.958387346.1734232034,GS1.1.1734232033.1
GA1.1.1545081477.1734232036,GS1.1.1734232036.1
GA1.1.1123192756.1734232039,GS1.1.1734232038.1
GA1.1.1337205468.1734232041,GS1.1.1734232041.1
GA1.1.2034322910.1734232044,GS1.1.1734232043.1
GA1.1.15093246.1734232046,GS1.1.1734232046.1
GA1.1.841219875.1734232049,GS1.1.1734232049.1
GA1.1.677316716.1734232052,GS1.1.1734232051.1
GA1.1.723016625.1734232054,GS1.1.1734232054.1
GA1.1.932676677.1734232057,GS1.1.1734232056.1
GA1.1.333463811.1734232059,GS1.1.1734232059.1
GA1.1.234676302.1734232062,GS1.1.1734232061.1
GA1.1.1519202144.1734232064,GS1.1.1734232064.1
GA1.1.494501825.1734232067,GS1.1.1734232066.1
GA1.1.1793790596.1734232069,GS1.1.1734232069.1
GA1.1.405755108.1734232072,GS1.1.1734232071.1
GA1.1.1544514697.1734232074,GS1.1.1734232074.1
GA1.1.1518950194.1734232077,GS1.1.1734232076.1
GA1.1.1736709962.1734232080,GS1.1.1734232079.1
GA1.1.1770564560.1734232081,GS1.1.1734232081.1
GA1.1.720750489.1734232084,GS1.1.1734232083.1
GA1.1.1759575977.1734232086,GS1.1.1734232086.1
GA1.1.275637630.1734232089,GS1.1.1734232088.1
GA1.1.2012471522.1734232091,GS1.1.1734232091.1
GA1.1.796968423.1734232094,GS1.1.1734232093.1
GA1.1.82915741.1734232096,GS1.1.1734232096.1
GA1.1.1344636257.1734232099,GS1.1.1734232098.1
GA1.1.767101572.1734232101,GS1.1.1734232101.1
