GA,GS
GA1.1.648416411.1734229712,GS1.1.1734229712.1
GA1.1.256723892.1734229715,GS1.1.1734229714.1
GA1.1.731165616.1734229717,GS1.1.1734229717.1
GA1.1.1815975048.1734229720,GS1.1.1734229719.1
GA1.1.1520128118.1734229722,GS1.1.1734229722.1
GA1.1.398198524.1734229725,GS1.1.1734229724.1
GA1.1.2057353433.1734229727,GS1.1.1734229727.1
GA1.1.54825092.1734229730,GS1.1.1734229729.1
GA1.1.1538420591.1734229732,GS1.1.1734229731.1
GA1.1.1777207785.1734229734,GS1.1.1734229734.1
GA1.1.296937162.1734229737,GS1.1.1734229736.1
GA1.1.1648823114.1734229739,GS1.1.1734229739.1
GA1.1.1406301859.1734229742,GS1.1.1734229741.1
GA1.1.210860642.1734229744,GS1.1.1734229744.1
GA1.1.1912457425.1734229746,GS1.1.1734229746.1
GA1.1.1787742247.1734229749,GS1.1.1734229748.1
GA1.1.150424144.1734229751,GS1.1.1734229751.1
GA1.1.2118605689.1734229754,GS1.1.1734229753.1
GA1.1.1951442555.1734229756,GS1.1.1734229756.1
GA1.1.2066851976.1734229759,GS1.1.1734229758.1
GA1.1.219725295.1734229761,GS1.1.1734229761.1
GA1.1.1282642093.1734229764,GS1.1.1734229763.1
GA1.1.1091689131.1734229766,GS1.1.1734229766.1
GA1.1.2001510544.1734229769,GS1.1.1734229768.1
GA1.1.1992381165.1734229771,GS1.1.1734229771.1
GA1.1.1846106982.1734229774,GS1.1.1734229773.1
GA1.1.785570680.1734229776,GS1.1.1734229776.1
GA1.1.73084986.1734229779,GS1.1.1734229778.1
GA1.1.243913152.1734229781,GS1.1.1734229781.1
GA1.1.1446395106.1734229784,GS1.1.1734229783.1
GA1.1.558206464.1734229786,GS1.1.1734229785.1
GA1.1.1013286625.1734229788,GS1.1.1734229788.1
GA1.1.805565215.1734229791,GS1.1.1734229790.1
GA1.1.844800951.1734229793,GS1.1.1734229793.1
GA1.1.1954115560.1734229796,GS1.1.1734229795.1
GA1.1.1918614155.1734229798,GS1.1.1734229798.1
GA1.1.1275520948.1734229801,GS1.1.1734229800.1
GA1.1.1135407823.1734229803,GS1.1.1734229803.1
GA1.1.2079382340.1734229806,GS1.1.1734229805.1
GA1.1.1132259660.1734229808,GS1.1.1734229808.1
GA1.1.703858584.1734229811,GS1.1.1734229810.1
GA1.1.1927714010.1734229813,GS1.1.1734229813.1
GA1.1.365898087.1734229815,GS1.1.1734229815.1
GA1.1.850681466.1734229818,GS1.1.1734229818.1
GA1.1.2012283376.1734229820,GS1.1.1734229820.1
GA1.1.173725993.1734229823,GS1.1.1734229822.1
GA1.1.768293937.1734229825,GS1.1.1734229825.1
GA1.1.948110531.1734229828,GS1.1.1734229827.1
GA1.1.1322766654.1734229830,GS1.1.1734229830.1
GA1.1.954755637.1734229833,GS1.1.1734229832.1
GA1.1.1334403660.1734229835,GS1.1.1734229835.1
GA1.1.1227674886.1734229838,GS1.1.1734229837.1
GA1.1.1254961443.1734229840,GS1.1.1734229840.1
GA1.1.1609171415.1734229843,GS1.1.1734229842.1
GA1.1.137192517.1734229845,GS1.1.1734229845.1
GA1.1.845567362.1734229848,GS1.1.1734229847.1
GA1.1.1464695137.1734229850,GS1.1.1734229850.1
GA1.1.1251352343.1734229853,GS1.1.1734229852.1
GA1.1.1298612319.1734229855,GS1.1.1734229855.1
GA1.1.1209370984.1734229858,GS1.1.1734229857.1
GA1.1.896212546.1734229860,GS1.1.1734229860.1
GA1.1.100414959.1734229862,GS1.1.1734229862.1
GA1.1.338536560.1734229865,GS1.1.1734229865.1
GA1.1.872837342.1734229868,GS1.1.1734229867.1
GA1.1.204858799.1734229870,GS1.1.1734229870.1
GA1.1.1417585111.1734229873,GS1.1.1734229872.1
GA1.1.1649906095.1734229875,GS1.1.1734229875.1
GA1.1.1897218852.1734229878,GS1.1.1734229877.1
GA1.1.1759927784.1734229880,GS1.1.1734229880.1
GA1.1.1506447484.1734229882,GS1.1.1734229882.1
GA1.1.1009028042.1734229885,GS1.1.1734229884.1
GA1.1.1673423012.1734229887,GS1.1.1734229887.1
GA1.1.586930882.1734229890,GS1.1.1734229889.1
GA1.1.1692768746.1734229892,GS1.1.1734229892.1
GA1.1.1658653516.1734229895,GS1.1.1734229894.1
GA1.1.1868094154.1734229897,GS1.1.1734229897.1
GA1.1.1734048418.1734229900,GS1.1.1734229899.1
GA1.1.187320039.1734229902,GS1.1.1734229902.1
GA1.1.331061590.1734229905,GS1.1.1734229904.1
GA1.1.1836181107.1734229907,GS1.1.1734229907.1
GA1.1.1632324955.1734229910,GS1.1.1734229909.1
GA1.1.1680665581.1734229912,GS1.1.1734229912.1
GA1.1.2100825274.1734229915,GS1.1.1734229914.1
GA1.1.1934769663.1734229917,GS1.1.1734229917.1
GA1.1.830918127.1734229920,GS1.1.1734229919.1
GA1.1.1353918805.1734229922,GS1.1.1734229922.1
GA1.1.1860211589.1734229925,GS1.1.1734229924.1
GA1.1.261048859.1734229927,GS1.1.1734229927.1
GA1.1.1714313124.1734229930,GS1.1.1734229929.1
GA1.1.2075182680.1734229932,GS1.1.1734229932.1
GA1.1.1407428041.1734229935,GS1.1.1734229934.1
GA1.1.524796614.1734229937,GS1.1.1734229937.1
GA1.1.198984848.1734229940,GS1.1.1734229940.1
GA1.1.1450580027.1734229943,GS1.1.1734229942.1
GA1.1.1817052579.1734229945,GS1.1.1734229945.1
GA1.1.535435225.1734229948,GS1.1.1734229947.1
GA1.1.1548406968.1734229950,GS1.1.1734229949.1
GA1.1.1208409274.1734229952,GS1.1.1734229952.1
GA1.1.1523349712.1734229955,GS1.1.1734229954.1
GA1.1.1362035039.1734229957,GS1.1.1734229957.1
GA1.1.1638410677.1734229960,GS1.1.1734229959.1
GA1.1.2046782768.1734229962,GS1.1.1734229962.1
GA1.1.1644143264.1734229965,GS1.1.1734229964.1
GA1.1.395420043.1734229967,GS1.1.1734229967.1
GA1.1.1824731434.1734229970,GS1.1.1734229969.1
GA1.1.1806471678.1734229972,GS1.1.1734229972.1
GA1.1.1257306567.1734229975,GS1.1.1734229974.1
GA1.1.2087784520.1734229977,GS1.1.1734229976.1
GA1.1.1373058650.1734229979,GS1.1.1734229979.1
GA1.1.2097036710.1734229982,GS1.1.1734229981.1
GA1.1.1495381235.1734229984,GS1.1.1734229984.1
GA1.1.1634252012.1734229987,GS1.1.1734229986.1
GA1.1.1679049576.1734229989,GS1.1.1734229989.1
GA1.1.721246027.1734229992,GS1.1.1734229991.1
GA1.1.1765652225.1734229994,GS1.1.1734229994.1
GA1.1.1374340804.1734229997,GS1.1.1734229996.1
GA1.1.1939696585.1734229999,GS1.1.1734229999.1
GA1.1.151331689.1734230001,GS1.1.1734230001.1
GA1.1.901982470.1734230004,GS1.1.1734230003.1
GA1.1.1010937667.1734230006,GS1.1.1734230006.1
GA1.1.1501085111.1734230009,GS1.1.1734230008.1
GA1.1.1261459919.1734230011,GS1.1.1734230011.1
GA1.1.677138564.1734230014,GS1.1.1734230013.1
GA1.1.1796768537.1734230016,GS1.1.1734230016.1
GA1.1.1526598477.1734230019,GS1.1.1734230018.1
GA1.1.771338113.1734230021,GS1.1.1734230021.1
GA1.1.473527821.1734230024,GS1.1.1734230023.1
GA1.1.799244314.1734230026,GS1.1.1734230026.1
GA1.1.609948727.1734230029,GS1.1.1734230028.1
GA1.1.1422764307.1734230031,GS1.1.1734230030.1
GA1.1.1027547288.1734230033,GS1.1.1734230033.1
GA1.1.1976771930.1734230036,GS1.1.1734230035.1
GA1.1.244932139.1734230038,GS1.1.1734230038.1
GA1.1.1951096006.1734230041,GS1.1.1734230040.1
GA1.1.2059902232.1734230043,GS1.1.1734230043.1
GA1.1.2127233371.1734230046,GS1.1.1734230045.1
GA1.1.1073822792.1734230048,GS1.1.1734230048.1
GA1.1.1822597691.1734230051,GS1.1.1734230050.1
GA1.1.1512720115.1734230053,GS1.1.1734230053.1
GA1.1.2069194232.1734230056,GS1.1.1734230055.1
GA1.1.1471062218.1734230058,GS1.1.1734230058.1
GA1.1.1734804896.1734230060,GS1.1.1734230060.1
GA1.1.1917584656.1734230063,GS1.1.1734230062.1
GA1.1.1042432887.1734230065,GS1.1.1734230065.1
GA1.1.641952736.1734230068,GS1.1.1734230067.1
GA1.1.1174349100.1734230070,GS1.1.1734230070.1
GA1.1.952736740.1734230073,GS1.1.1734230072.1
GA1.1.98760225.1734230075,GS1.1.1734230075.1
GA1.1.1024382350.1734230078,GS1.1.1734230077.1
GA1.1.559940364.1734230080,GS1.1.1734230080.1
GA1.1.1813412257.1734230083,GS1.1.1734230082.1
GA1.1.2090198622.1734230085,GS1.1.1734230085.1
GA1.1.318089391.1734230088,GS1.1.1734230087.1
GA1.1.680932954.1734230090,GS1.1.1734230090.1
GA1.1.1764584921.1734230093,GS1.1.1734230092.1
GA1.1.1851191080.1734230095,GS1.1.1734230095.1
GA1.1.1929121553.1734230098,GS1.1.1734230097.1
GA1.1.1572483262.1734230100,GS1.1.1734230100.1
GA1.1.986941317.1734230103,GS1.1.1734230102.1
GA1.1.1859086446.1734230105,GS1.1.1734230105.1
GA1.1.1078142727.1734230108,GS1.1.1734230107.1
GA1.1.1398044851.1734230110,GS1.1.1734230110.1
GA1.1.2131657466.1734230113,GS1.1.1734230112.1
GA1.1.948655936.1734230115,GS1.1.1734230115.1
GA1.1.1865286114.1734230118,GS1.1.1734230117.1
GA1.1.1299401865.1734230120,GS1.1.1734230120.1
GA1.1.1868366971.1734230123,GS1.1.1734230122.1
GA1.1.1333368201.1734230125,GS1.1.1734230125.1
GA1.1.424147594.1734230128,GS1.1.1734230127.1
GA1.1.1145480832.1734230130,GS1.1.1734230130.1
GA1.1.1209828795.1734230133,GS1.1.1734230132.1
GA1.1.748664414.1734230135,GS1.1.1734230135.1
GA1.1.2001505489.1734230138,GS1.1.1734230137.1
GA1.1.1848191511.1734230140,GS1.1.1734230140.1
GA1.1.609533532.1734230143,GS1.1.1734230142.1
GA1.1.60818756.1734230145,GS1.1.1734230145.1
GA1.1.1328460052.1734230148,GS1.1.1734230147.1
GA1.1.1115180253.1734230150,GS1.1.1734230149.1
GA1.1.122893009.1734230152,GS1.1.1734230152.1
GA1.1.1804564868.1734230155,GS1.1.1734230154.1
GA1.1.1398910572.1734230157,GS1.1.1734230157.1
GA1.1.796484801.1734230160,GS1.1.1734230159.1
GA1.1.155611618.1734230162,GS1.1.1734230162.1
GA1.1.1765519652.1734230165,GS1.1.1734230164.1
GA1.1.353428574.1734230167,GS1.1.1734230167.1
GA1.1.235417589.1734230170,GS1.1.1734230169.1
GA1.1.748601187.1734230172,GS1.1.1734230172.1
GA1.1.1285877938.1734230175,GS1.1.1734230174.1
GA1.1.2061054475.1734230177,GS1.1.1734230177.1
GA1.1.1501114583.1734230180,GS1.1.1734230179.1
GA1.1.1965441824.1734230182,GS1.1.1734230182.1
GA1.1.1072134408.1734230185,GS1.1.1734230184.1
GA1.1.1192321437.1734230187,GS1.1.1734230187.1
GA1.1.1222951483.1734230190,GS1.1.1734230189.1
GA1.1.722515979.1734230192,GS1.1.1734230192.1
GA1.1.806200435.1734230195,GS1.1.1734230194.1
GA1.1.2131003375.1734230197,GS1.1.1734230197.1
GA1.1.222300233.1734230200,GS1.1.1734230199.1
GA1.1.1707548923.1734230202,GS1.1.1734230202.1
GA1.1.673395560.1734230205,GS1.1.1734230204.1
GA1.1.1105485671.1734230207,GS1.1.1734230207.1
GA1.1.1323714386.1734230209,GS1.1.1734230209.1
GA1.1.1026754615.1734230212,GS1.1.1734230211.1
GA1.1.1725902233.1734230214,GS1.1.1734230214.1
GA1.1.736166401.1734230217,GS1.1.1734230216.1
GA1.1.840279204.1734230219,GS1.1.1734230219.1
GA1.1.1974637642.1734230222,GS1.1.1734230221.1
GA1.1.1335638124.1734230224,GS1.1.1734230224.1
GA1.1.586560216.1734230227,GS1.1.1734230226.1
GA1.1.60368458.1734230229,GS1.1.1734230229.1
GA1.1.1672820112.1734230232,GS1.1.1734230231.1
GA1.1.844195875.1734230234,GS1.1.1734230234.1
GA1.1.1588603262.1734230237,GS1.1.1734230236.1
GA1.1.1007721550.1734230239,GS1.1.1734230239.1
GA1.1.130777153.1734230242,GS1.1.1734230241.1
GA1.1.982197471.1734230244,GS1.1.1734230244.1
GA1.1.1021719716.1734230247,GS1.1.1734230246.1
GA1.1.1294046965.1734230249,GS1.1.1734230249.1
GA1.1.709402020.1734230252,GS1.1.1734230251.1
GA1.1.898193224.1734230254,GS1.1.1734230254.1
GA1.1.484735574.1734230257,GS1.1.1734230256.1
GA1.1.236642257.1734230259,GS1.1.1734230259.1
GA1.1.550506706.1734230262,GS1.1.1734230261.1
GA1.1.451953246.1734230265,GS1.1.1734230264.1
GA1.1.755997109.1734230267,GS1.1.1734230267.1
GA1.1.425499265.1734230270,GS1.1.1734230269.1
GA1.1.479486646.1734230272,GS1.1.1734230272.1
GA1.1.1454139747.1734230275,GS1.1.1734230274.1
GA1.1.830632102.1734230277,GS1.1.1734230277.1
GA1.1.1388615421.1734230279,GS1.1.1734230279.1
GA1.1.37373599.1734230282,GS1.1.1734230281.1
GA1.1.445646412.1734230284,GS1.1.1734230284.1
GA1.1.771329873.1734230287,GS1.1.1734230287.1
GA1.1.93598237.1734230290,GS1.1.1734230289.1
GA1.1.1862755757.1734230292,GS1.1.1734230292.1
GA1.1.1992699693.1734230295,GS1.1.1734230294.1
GA1.1.1406959196.1734230298,GS1.1.1734230297.1
GA1.1.1526937393.1734230300,GS1.1.1734230300.1
GA1.1.2076410613.1734230303,GS1.1.1734230302.1
GA1.1.624634857.1734230305,GS1.1.1734230305.1
GA1.1.952135848.1734230308,GS1.1.1734230307.1
GA1.1.1224661408.1734230310,GS1.1.1734230310.1
GA1.1.761586969.1734230313,GS1.1.1734230312.1
GA1.1.482611297.1734230315,GS1.1.1734230315.1
GA1.1.1926644573.1734230318,GS1.1.1734230317.1
GA1.1.1566403744.1734230320,GS1.1.1734230320.1
GA1.1.350148314.1734230323,GS1.1.1734230322.1
GA1.1.1360598531.1734230325,GS1.1.1734230325.1
GA1.1.524008013.1734230328,GS1.1.1734230327.1
GA1.1.1587177360.1734230330,GS1.1.1734230330.1
GA1.1.1277273064.1734230333,GS1.1.1734230332.1
GA1.1.1533292377.1734230340,GS1.1.1734230339.1
GA1.1.1620805381.1734230342,GS1.1.1734230342.1
GA1.1.1710649163.1734230345,GS1.1.1734230344.1
GA1.1.940120769.1734230347,GS1.1.1734230347.1
GA1.1.1622924318.1734230350,GS1.1.1734230349.1
GA1.1.1223109635.1734230352,GS1.1.1734230352.1
GA1.1.1469610006.1734230355,GS1.1.1734230354.1
GA1.1.1166525649.1734230357,GS1.1.1734230356.1
GA1.1.1670135028.1734230359,GS1.1.1734230359.1
GA1.1.1719019313.1734230362,GS1.1.1734230362.1
GA1.1.339326283.1734230365,GS1.1.1734230364.1
GA1.1.1351490744.1734230367,GS1.1.1734230366.1
GA1.1.1370126553.1734230369,GS1.1.1734230369.1
GA1.1.1037032063.1734230372,GS1.1.1734230371.1
GA1.1.1297613364.1734230374,GS1.1.1734230374.1
GA1.1.878040020.1734230377,GS1.1.1734230376.1
GA1.1.1410775430.1734230379,GS1.1.1734230379.1
GA1.1.380519148.1734230382,GS1.1.1734230381.1
GA1.1.415850704.1734230384,GS1.1.1734230384.1
GA1.1.889554814.1734230387,GS1.1.1734230386.1
GA1.1.1846793651.1734230389,GS1.1.1734230389.1
GA1.1.1509675105.1734230392,GS1.1.1734230391.1
GA1.1.1707527234.1734230394,GS1.1.1734230394.1
GA1.1.225877805.1734230397,GS1.1.1734230396.1
GA1.1.1136075178.1734230399,GS1.1.1734230399.1
GA1.1.2121696869.1734230401,GS1.1.1734230401.1
GA1.1.91138598.1734230404,GS1.1.1734230403.1
GA1.1.1611472182.1734230406,GS1.1.1734230406.1
GA1.1.272571766.1734230409,GS1.1.1734230408.1
GA1.1.1269409815.1734230411,GS1.1.1734230411.1
GA1.1.1985876861.1734230414,GS1.1.1734230413.1
GA1.1.1354282971.1734230416,GS1.1.1734230416.1
GA1.1.1440584816.1734230419,GS1.1.1734230418.1
GA1.1.154424737.1734230421,GS1.1.1734230421.1
GA1.1.2071837711.1734230424,GS1.1.1734230423.1
GA1.1.931813320.1734230426,GS1.1.1734230426.1
GA1.1.1300625237.1734230429,GS1.1.1734230428.1
GA1.1.359138890.1734230431,GS1.1.1734230431.1
GA1.1.1529757574.1734230434,GS1.1.1734230433.1
GA1.1.61101288.1734230436,GS1.1.1734230436.1
GA1.1.554455313.1734230439,GS1.1.1734230438.1
GA1.1.2005732933.1734230441,GS1.1.1734230441.1
GA1.1.1149990390.1734230444,GS1.1.1734230443.1
GA1.1.306132534.1734230446,GS1.1.1734230446.1
GA1.1.354546591.1734230449,GS1.1.1734230448.1
GA1.1.1477258968.1734230451,GS1.1.1734230451.1
GA1.1.261721824.1734230454,GS1.1.1734230453.1
GA1.1.767929849.1734230456,GS1.1.1734230456.1
GA1.1.230343503.1734230459,GS1.1.1734230458.1
GA1.1.116179446.1734230461,GS1.1.1734230461.1
GA1.1.771724956.1734230463,GS1.1.1734230463.1
GA1.1.1667575479.1734230466,GS1.1.1734230466.1
GA1.1.525296917.1734230469,GS1.1.1734230468.1
GA1.1.96519929.1734230471,GS1.1.1734230471.1
GA1.1.1897386924.1734230473,GS1.1.1734230473.1
GA1.1.1206588159.1734230476,GS1.1.1734230476.1
GA1.1.530389880.1734230479,GS1.1.1734230478.1
GA1.1.1449530234.1734230481,GS1.1.1734230480.1
GA1.1.1160962078.1734230484,GS1.1.1734230483.1
GA1.1.1526115232.1734230486,GS1.1.1734230485.1
GA1.1.95939397.1734230489,GS1.1.1734230488.1
GA1.1.1828661094.1734230491,GS1.1.1734230490.1
GA1.1.1327398103.1734230494,GS1.1.1734230493.1
GA1.1.1550388691.1734230496,GS1.1.1734230496.1
GA1.1.1530597530.1734230499,GS1.1.1734230498.1
GA1.1.334441337.1734230501,GS1.1.1734230501.1
GA1.1.1715560352.1734230504,GS1.1.1734230503.1
GA1.1.1563625066.1734230506,GS1.1.1734230506.1
GA1.1.1179201539.1734230509,GS1.1.1734230508.1
GA1.1.239484839.1734230511,GS1.1.1734230511.1
GA1.1.430985317.1734230514,GS1.1.1734230513.1
GA1.1.1264838864.1734230517,GS1.1.1734230517.1
GA1.1.187055629.1734230519,GS1.1.1734230518.1
GA1.1.1110684714.1734230521,GS1.1.1734230520.1
GA1.1.1906821234.1734230523,GS1.1.1734230523.1
GA1.1.1220805487.1734230526,GS1.1.1734230525.1
GA1.1.130298961.1734230528,GS1.1.1734230528.1
GA1.1.704392784.1734230531,GS1.1.1734230530.1
GA1.1.497517898.1734230533,GS1.1.1734230533.1
GA1.1.549127640.1734230536,GS1.1.1734230535.1
GA1.1.59656389.1734230538,GS1.1.1734230538.1
GA1.1.1372310351.1734230540,GS1.1.1734230540.1
GA1.1.923417858.1734230543,GS1.1.1734230542.1
GA1.1.1989342102.1734230545,GS1.1.1734230545.1
GA1.1.757583793.1734230548,GS1.1.1734230547.1
GA1.1.550715566.1734230550,GS1.1.1734230550.1
GA1.1.580423652.1734230553,GS1.1.1734230552.1
GA1.1.273510705.1734230555,GS1.1.1734230555.1
GA1.1.1449242995.1734230558,GS1.1.1734230557.1
GA1.1.37051111.1734230561,GS1.1.1734230560.1
GA1.1.871283332.1734230563,GS1.1.1734230563.1
GA1.1.930176949.1734230566,GS1.1.1734230565.1
GA1.1.970150580.1734230568,GS1.1.1734230568.1
GA1.1.1608045442.1734230571,GS1.1.1734230570.1
GA1.1.1461487237.1734230573,GS1.1.1734230573.1
GA1.1.836371448.1734230576,GS1.1.1734230575.1
GA1.1.136771266.1734230578,GS1.1.1734230578.1
GA1.1.294164716.1734230581,GS1.1.1734230580.1
GA1.1.1612264475.1734230583,GS1.1.1734230582.1
GA1.1.1022170067.1734230585,GS1.1.1734230585.1
GA1.1.2023812987.1734230588,GS1.1.1734230587.1
GA1.1.111285792.1734230590,GS1.1.1734230590.1
GA1.1.265706070.1734230593,GS1.1.1734230592.1
GA1.1.429916782.1734230595,GS1.1.1734230595.1
GA1.1.346794385.1734230598,GS1.1.1734230597.1
GA1.1.265242883.1734230600,GS1.1.1734230600.1
GA1.1.1575268388.1734230603,GS1.1.1734230602.1
GA1.1.1346814778.1734230605,GS1.1.1734230605.1
GA1.1.602111236.1734230608,GS1.1.1734230607.1
GA1.1.478591601.1734230610,GS1.1.1734230610.1
GA1.1.2131491741.1734230613,GS1.1.1734230612.1
GA1.1.1709818543.1734230615,GS1.1.1734230615.1
GA1.1.1733750612.1734230618,GS1.1.1734230617.1
GA1.1.171419997.1734230620,GS1.1.1734230620.1
GA1.1.764954773.1734230623,GS1.1.1734230622.1
GA1.1.1119992672.1734230625,GS1.1.1734230625.1
GA1.1.2026103370.1734230628,GS1.1.1734230627.1
GA1.1.433456656.1734230630,GS1.1.1734230630.1
GA1.1.117600272.1734230633,GS1.1.1734230632.1
GA1.1.216248380.1734230635,GS1.1.1734230635.1
GA1.1.566348869.1734230638,GS1.1.1734230637.1
GA1.1.1833253055.1734230640,GS1.1.1734230640.1
GA1.1.342831576.1734230643,GS1.1.1734230642.1
GA1.1.180494042.1734230645,GS1.1.1734230645.1
GA1.1.1317456710.1734230648,GS1.1.1734230647.1
GA1.1.835668189.1734230650,GS1.1.1734230650.1
GA1.1.2088503765.1734230653,GS1.1.1734230652.1
GA1.1.2083433979.1734230655,GS1.1.1734230655.1
GA1.1.1336107695.1734230658,GS1.1.1734230657.1
GA1.1.1234877776.1734230660,GS1.1.1734230660.1
GA1.1.1715864606.1734230663,GS1.1.1734230662.1
GA1.1.572395287.1734230665,GS1.1.1734230665.1
GA1.1.174396575.1734230668,GS1.1.1734230667.1
GA1.1.977409494.1734230670,GS1.1.1734230670.1
GA1.1.2038509156.1734230673,GS1.1.1734230672.1
GA1.1.68334377.1734230675,GS1.1.1734230675.1
GA1.1.114826680.1734230677,GS1.1.1734230677.1
GA1.1.1003250941.1734230680,GS1.1.1734230679.1
GA1.1.187958904.1734230682,GS1.1.1734230682.1
GA1.1.1667745070.1734230685,GS1.1.1734230684.1
GA1.1.2070167321.1734230687,GS1.1.1734230687.1
GA1.1.251746620.1734230690,GS1.1.1734230689.1
GA1.1.1152415188.1734230692,GS1.1.1734230692.1
GA1.1.1382909445.1734230695,GS1.1.1734230694.1
GA1.1.1492566292.1734230697,GS1.1.1734230697.1
GA1.1.1775628173.1734230700,GS1.1.1734230699.1
GA1.1.122480638.1734230702,GS1.1.1734230702.1
GA1.1.393116381.1734230705,GS1.1.1734230704.1
GA1.1.630175711.1734230707,GS1.1.1734230707.1
GA1.1.195802326.1734230710,GS1.1.1734230709.1
GA1.1.305031141.1734230712,GS1.1.1734230712.1
GA1.1.1968067831.1734230715,GS1.1.1734230714.1
GA1.1.887887805.1734230717,GS1.1.1734230717.1
GA1.1.876017877.1734230720,GS1.1.1734230719.1
GA1.1.866251399.1734230722,GS1.1.1734230722.1
GA1.1.1017587938.1734230725,GS1.1.1734230724.1
GA1.1.1517413188.1734230727,GS1.1.1734230727.1
GA1.1.1900951697.1734230730,GS1.1.1734230729.1
GA1.1.739595474.1734230732,GS1.1.1734230731.1
GA1.1.1930554159.1734230734,GS1.1.1734230734.1
GA1.1.353955814.1734230737,GS1.1.1734230736.1
GA1.1.893962713.1734230739,GS1.1.1734230739.1
GA1.1.1855215059.1734230742,GS1.1.1734230741.1
GA1.1.955146435.1734230744,GS1.1.1734230744.1
GA1.1.1888020803.1734230747,GS1.1.1734230746.1
GA1.1.221315652.1734230749,GS1.1.1734230749.1
GA1.1.806404432.1734230752,GS1.1.1734230751.1
GA1.1.1699738217.1734230754,GS1.1.1734230754.1
GA1.1.20443219.1734230757,GS1.1.1734230756.1
GA1.1.1619869865.1734230759,GS1.1.1734230759.1
GA1.1.964566347.1734230762,GS1.1.1734230761.1
GA1.1.1861861530.1734230764,GS1.1.1734230764.1
GA1.1.1612803626.1734230767,GS1.1.1734230766.1
GA1.1.1662067138.1734230769,GS1.1.1734230769.1
GA1.1.13280891.1734230772,GS1.1.1734230771.1
GA1.1.660394340.1734230774,GS1.1.1734230774.1
GA1.1.105049151.1734230782,GS1.1.1734230781.1
GA1.1.1691541726.1734230784,GS1.1.1734230784.1
GA1.1.925976667.1734230787,GS1.1.1734230786.1
GA1.1.638331762.1734230790,GS1.1.1734230789.1
GA1.1.1331585549.1734230792,GS1.1.1734230792.1
GA1.1.933525034.1734230795,GS1.1.1734230794.1
GA1.1.495976288.1734230797,GS1.1.1734230796.1
GA1.1.437437843.1734230799,GS1.1.1734230799.1
GA1.1.674271829.1734230802,GS1.1.1734230801.1
GA1.1.767103819.1734230804,GS1.1.1734230804.1
GA1.1.652659468.1734230807,GS1.1.1734230806.1
GA1.1.209747513.1734230809,GS1.1.1734230809.1
GA1.1.267438844.1734230812,GS1.1.1734230811.1
GA1.1.29778416.1734230814,GS1.1.1734230814.1
GA1.1.1871922705.1734230817,GS1.1.1734230816.1
GA1.1.1165835767.1734230819,GS1.1.1734230819.1
GA1.1.10897312.1734230822,GS1.1.1734230821.1
GA1.1.1418132030.1734230824,GS1.1.1734230824.1
GA1.1.485633537.1734230827,GS1.1.1734230826.1
GA1.1.862089128.1734230829,GS1.1.1734230829.1
GA1.1.1367940557.1734230832,GS1.1.1734230831.1
GA1.1.579583858.1734230834,GS1.1.1734230834.1
GA1.1.142860887.1734230837,GS1.1.1734230836.1
GA1.1.734965028.1734230839,GS1.1.1734230838.1
GA1.1.276353135.1734230841,GS1.1.1734230841.1
GA1.1.1930808657.1734230844,GS1.1.1734230843.1
GA1.1.1695584852.1734230846,GS1.1.1734230846.1
GA1.1.1040108087.1734230849,GS1.1.1734230848.1
GA1.1.1572261510.1734230851,GS1.1.1734230851.1
GA1.1.196920847.1734230854,GS1.1.1734230853.1
GA1.1.1138183211.1734230856,GS1.1.1734230856.1
GA1.1.65655524.1734230859,GS1.1.1734230858.1
GA1.1.213923682.1734230861,GS1.1.1734230861.1
GA1.1.596491633.1734230864,GS1.1.1734230863.1
GA1.1.934320010.1734230866,GS1.1.1734230866.1
GA1.1.2128938680.1734230869,GS1.1.1734230868.1
GA1.1.941145519.1734230871,GS1.1.1734230871.1
GA1.1.556584548.1734230874,GS1.1.1734230873.1
GA1.1.1195875246.1734230876,GS1.1.1734230876.1
GA1.1.303545530.1734230879,GS1.1.1734230878.1
GA1.1.934957007.1734230881,GS1.1.1734230881.1
GA1.1.2023054902.1734230884,GS1.1.1734230883.1
GA1.1.1158881159.1734230886,GS1.1.1734230886.1
GA1.1.852639356.1734230889,GS1.1.1734230888.1
GA1.1.1733803567.1734230891,GS1.1.1734230890.1
GA1.1.1750771053.1734230894,GS1.1.1734230893.1
GA1.1.1524553369.1734230896,GS1.1.1734230896.1
GA1.1.932678049.1734230899,GS1.1.1734230898.1
GA1.1.2112968564.1734230901,GS1.1.1734230900.1
GA1.1.436008224.1734230903,GS1.1.1734230903.1
GA1.1.1205881364.1734230906,GS1.1.1734230905.1
GA1.1.945820886.1734230908,GS1.1.1734230908.1
GA1.1.396118261.1734230911,GS1.1.1734230910.1
GA1.1.552029622.1734230913,GS1.1.1734230913.1
GA1.1.645706470.1734230916,GS1.1.1734230915.1
GA1.1.684277999.1734230918,GS1.1.1734230918.1
GA1.1.1361260995.1734230921,GS1.1.1734230920.1
GA1.1.1951213238.1734230924,GS1.1.1734230923.1
GA1.1.2070287638.1734230926,GS1.1.1734230926.1
GA1.1.787112449.1734230929,GS1.1.1734230928.1
GA1.1.1862667616.1734230931,GS1.1.1734230931.1
GA1.1.1702057557.1734230934,GS1.1.1734230933.1
GA1.1.1007070330.1734230936,GS1.1.1734230936.1
